Date,terminus,dec_yr
2019-12-12,-1.071798,2019.9472219999998
2019-12-14,-0.967447,2019.952778
2019-12-16,-1.029998,2019.9583329999998
2019-12-17,-0.9717979999999999,2019.9611109999998
2019-12-18,-0.9659979999999999,2019.963889
2019-12-22,-0.937398,2019.975
2019-12-23,-0.915898,2019.9777780000002
2019-12-24,-0.895798,2019.980556
2019-12-28,-0.854598,2019.9916670000002
2019-12-29,-0.8518979999999999,2019.9944440000002
2019-12-30,-0.835298,2019.997222
2020-01-01,-1.2970469999999998,2020.0
2020-01-03,-1.2604,2020.0055559999998
2020-01-04,-1.3030979999999999,2020.0083329999998
2020-01-05,-1.280298,2020.011111
2020-01-07,-1.513447,2020.016667
2020-01-09,-1.521898,2020.0222219999998
2020-01-10,-1.499298,2020.025
2020-01-11,-1.4907979999999998,2020.0277780000001
2020-01-15,-1.515098,2020.0388890000002
2020-01-16,-1.4482979999999999,2020.0416670000002
2020-01-17,-1.432398,2020.044444
2020-01-21,-1.492198,2020.0555559999998
2020-01-22,-1.424998,2020.0583329999997
2020-01-23,-1.381198,2020.061111
2020-01-27,-1.438398,2020.0722219999998
2020-01-29,-1.338498,2020.077778
2020-02-02,-1.328998,2020.0861109999998
2020-02-04,-1.269898,2020.0916670000001
2020-02-08,-1.2747979999999999,2020.1027780000002
2020-02-10,-1.4543979999999999,2020.108333
2020-02-16,-1.588698,2020.125
2020-02-22,-1.561598,2020.141667
2020-02-26,-1.5348979999999999,2020.1527780000001
2020-02-28,-1.623998,2020.1583329999999
2020-03-03,-1.598298,2020.172222
2020-03-05,-1.565698,2020.1777780000002
2020-03-09,-1.570498,2020.188889
2020-03-11,-1.4925979999999999,2020.1944440000002
2020-03-15,-1.525098,2020.205556
2020-03-17,-1.418298,2020.2111109999998
2020-03-21,-1.448598,2020.2222219999999
2020-03-23,-1.344098,2020.2277780000002
2020-03-29,-1.2567979999999999,2020.2444440000002
2020-04-04,-1.181698,2020.2583329999998
2020-04-08,-1.0699,2020.269444
2020-04-10,-1.102498,2020.275
2020-04-16,-1.229098,2020.2916670000002
2020-04-20,-1.3291979999999999,2020.3027780000002
2020-04-22,-1.246898,2020.3083329999997
2020-04-26,-1.2202979999999999,2020.3194440000002
2020-04-28,-1.0546,2020.325
2020-05-01,-1.0469,2020.3333329999998
2020-05-02,-1.0329979999999999,2020.3361109999998
2020-05-04,-1.024198,2020.3416670000001
2020-05-05,-0.9741,2020.344444
